Date,AAPL,AMD,AMZN,BAC,BK,C,CSCO,F,GOOG,HOG,HPQ,IBM,INTC,JPM,MS,MSFT,NVDA,SONY,T,VZ
11/01/2007,5.739447116851807,12.800000190734863,87.6500015258789,35.596927642822266,34.911678314208984,313.3401794433594,23.431203842163086,5.7330641746521,350.2920227050781,35.457008361816406,16.93393325805664,70.31501007080078,17.341503143310547,30.907995223999023,48.04180908203125,27.371049880981445,8.125109672546387,48.66726303100586,17.875539779663086,21.027986526489258
11/02/2007,5.752613067626953,13.170000076293945,85.9800033569336,35.12967300415039,35.067710876464844,306.99365234375,23.671478271484375,6.036578178405762,354.2969970703125,35.46417236328125,17.229867935180664,70.89656066894531,17.537822723388672,30.092056274414062,45.33261489868164,27.371049880981445,8.437437057495117,49.103389739990234,17.85786247253418,20.858789443969727
11/05/2007,5.700866222381592,13.420000076293945,84.37000274658203,34.61570358276367,35.231163024902344,292.103759765625,24.086515426635742,5.847723960876465,361.4701232910156,34.74713897705078,17.275896072387695,70.16031646728516,17.63836669921875,29.827051162719727,42.785064697265625,27.127309799194336,8.437437057495117,48.21131896972656,17.689971923828125,20.5955867767334
11/06/2007,5.872645854949951,13.430000305175781,87.2699966430664,35.4801139831543,35.87010192871094,285.43170166015625,24.814651489257812,5.820745944976807,369.5099792480469,34.91921615600586,17.561973571777344,70.01802062988281,18.065526962280273,30.76155662536621,41.95384216308594,26.890981674194336,8.703836441040039,48.41946792602539,17.689971923828125,20.55799102783203
11/07/2007,5.704540252685547,13.010000228881836,87.04000091552734,33.72791290283203,34.00526428222656,271.84368896484375,23.846233367919922,5.557697772979736,365.10150146484375,34.50334930419922,17.045732498168945,68.96871185302734,17.677804946899414,29.45743751525879,39.398590087890625,26.2336483001709,8.290458679199219,47.50757598876953,17.08028221130371,20.25718116760254
11/08/2007,5.372922420501709,12.510000228881836,83.58000183105469,33.87588119506836,34.1761589050293,267.6939392089844,21.5744686126709,5.719573497772217,345.62451171875,35.277740478515625,16.42098045349121,65.88288879394531,17.040346145629883,29.715486526489258,41.31501770019531,25.65757942199707,7.771443843841553,46.8533935546875,17.380718231201172,20.083290100097656
11/09/2007,5.06365966796875,12.369999885559082,78.88999938964844,34.249691009521484,33.31432342529297,269.32135009765625,20.809934616088867,5.53071928024292,330.7452697753906,34.53203582763672,15.911327362060547,62.244407653808594,16.52776336669922,29.50626564025879,41.71525573730469,24.91163444519043,7.661212921142578,46.58577346801758,17.318862915039062,20.102081298828125
11/12/2007,4.708159446716309,11.949999809265137,77.0,34.249691009521484,34.302467346191406,273.1455078125,21.195846557617188,5.308143615722656,314.8548583984375,34.589393615722656,15.63183307647705,62.989501953125,16.672338485717773,29.56206512451172,41.3842887878418,24.65313720703125,6.896467208862305,46.2983283996582,17.07586097717285,20.11617660522461
11/13/2007,5.204207420349121,12.399999618530273,79.86000061035156,36.03302764892578,35.13459014892578,292.103759765625,21.945816040039062,5.395823955535889,329.0416564941406,35.758155822753906,16.276304244995117,65.3613052368164,17.17835807800293,31.417097091674805,42.99287414550781,25.534927368164062,7.505047798156738,48.48884963989258,17.606033325195312,20.482789993286133
11/14/2007,5.0863189697265625,12.279999732971191,78.51000213623047,35.61250305175781,34.83737564086914,293.2427673339844,21.632720947265625,5.382335662841797,319.64190673828125,34.897708892822266,16.13491439819336,64.22511291503906,16.987775802612305,31.486839294433594,42.80046844482422,25.14219856262207,7.387922763824463,48.22123336791992,17.380718231201172,20.4545841217041
11/15/2007,5.030895709991455,12.699999809265137,77.8499984741211,34.32754898071289,33.975555419921875,281.3634948730469,21.334190368652344,5.247438430786133,313.64935302734375,34.897708892822266,16.07901954650879,64.32445526123047,16.77747917175293,30.35706329345703,40.999473571777344,25.01622772216797,7.289173603057861,47.95361328125,17.393964767456055,20.22898292541504
11/16/2007,5.094893455505371,12.640000343322754,78.5999984741211,34.55338668823242,34.76310729980469,276.6443176269531,21.800193786621094,5.193479537963867,315.6319274902344,34.331260681152344,16.68732452392578,65.06329345703125,16.764341354370117,30.050209045410156,40.714683532714844,25.26075553894043,7.452227592468262,47.804931640625,17.47348976135254,20.53449058532715
11/19/2007,5.02017879486084,12.069999694824219,79.18000030517578,33.346317291259766,34.35447311401367,260.37091064453125,21.428848266601562,4.950669765472412,311.7564697265625,33.77915573120117,16.25657844543457,63.46760177612305,16.54090118408203,28.85072898864746,39.352413177490234,25.164424896240234,6.9492878913879395,46.9029541015625,16.678239822387695,20.23369026184082
11/20/2007,5.170218467712402,11.279999732971191,80.38999938964844,33.3073844909668,34.101863861083984,255.48907470703125,21.144874572753906,4.883220195770264,323.05908203125,32.33074951171875,16.29604721069336,64.2126693725586,16.770906448364258,29.03205108642578,38.81364440917969,25.62384796142578,6.896467208862305,47.71572494506836,16.801950454711914,20.285385131835938
11/21/2007,5.1582770347595215,10.829999923706055,79.76000213623047,32.816768646240234,33.106300354003906,250.03756713867188,20.569652557373047,4.687622547149658,329.0267333984375,33.30591583251953,16.072452545166016,63.46760177612305,16.186023712158203,28.369539260864258,37.33591842651367,25.3644962310791,6.822979927062988,46.91286849975586,16.545696258544922,19.716670989990234
11/23/2007,5.252586364746094,10.779999732971191,81.43000030517578,33.60331344604492,33.737823486328125,257.9300537109375,20.89002799987793,4.849496841430664,337.0865173339844,33.36328125,16.167800903320312,64.60383605957031,16.47517967224121,29.255189895629883,38.39802932739258,25.27558135986328,6.940101623535156,48.64744567871094,16.625215530395508,20.040983200073242
11/26/2007,5.283207416534424,10.270000457763672,81.30000305175781,32.61428451538086,32.593658447265625,249.7935333251953,20.02355194091797,4.741580963134766,331.7565002441406,33.30591583251953,15.835695266723633,63.312381744384766,16.015167236328125,28.216096878051758,36.904903411865234,24.430837631225586,6.7793450355529785,49.569244384765625,16.059709548950195,19.37827491760254
11/27/2007,5.352713584899902,10.149999618530273,85.58999633789062,33.43976974487305,33.55949401855469,246.7016143798828,20.016279220581055,4.768560409545898,335.5273742675781,33.327423095703125,16.01654052734375,64.46720886230469,16.501468658447266,29.534160614013672,38.328758239746094,24.497522354125977,7.0710039138793945,52.84016418457031,16.227596282958984,19.48638153076172
11/28/2007,5.518370628356934,10.350000381469727,90.30000305175781,34.927207946777344,35.350032806396484,262.73077392578125,20.424022674560547,4.964158058166504,344.83746337890625,34.4316520690918,16.680747985839844,66.66522216796875,17.211212158203125,30.656940460205078,41.17647933959961,24.97176170349121,7.54408597946167,54.51526641845703,16.567792892456055,19.93287467956543
11/29/2007,5.642994403839111,10.140000343322754,89.1500015258789,34.755882263183594,35.15687561035156,262.73077392578125,20.49683952331543,4.916943550109863,347.1986083984375,33.707435607910156,16.78597068786621,66.74592590332031,17.309785842895508,30.440750122070312,40.28368377685547,24.890254974365234,7.606093883514404,53.73222732543945,16.801950454711914,19.96578598022461
11/30/2007,5.579610824584961,9.760000228881836,90.55999755859375,35.92399597167969,35.63235855102539,270.9486999511719,20.402185440063477,5.065329551696777,345.2060852050781,34.4316520690918,16.82213592529297,65.30545806884766,17.138917922973633,31.814603805541992,40.57615661621094,24.89765739440918,7.243243217468262,53.494346618652344,16.881467819213867,20.308895111083984
12/03/2007,5.476725101470947,9.65999984741211,90.91000366210938,35.4100227355957,35.56549835205078,268.9958190917969,20.074525833129883,4.889966011047363,339.49249267578125,33.60707473754883,16.585399627685547,65.70902252197266,17.250638961791992,31.528663635253906,40.23750305175781,24.393779754638672,7.348884105682373,53.236637115478516,16.912395477294922,20.252483367919922
